product_url,rating,review,scraped_at
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"bikin glow , sedikit bikin cekit cekit di area tertentu , wangi nya enak , gel tapi tipe nya yang kental , cuma kurang nya adalah di aku dia peeling jadi agak kurang suka setelah bbrp menit pemakaian ketika aku pegang kulit aku langsung ke peeling gitu",2025-01-29 14:16:35
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,"Nyobain produk ini karena muka super duper kering udh konsultasi di klinik tapi ttp kering..
Setelah pake ini muka lumayan dan mau coba produk haple yg lain lagi 🥰🥰🥰",2025-01-29 14:16:35
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,3.3,"Untuk mulit saya yang kering ini, ternyata ngga cocok karena teksturnya yang terlalu thick. Meski jumlahnya udah dikurangi tapi tetep aja ngga nyaman buat muka saya. 
Baru pakai krimnya 4 hari, sayangnya berasa bruntusan dan ngga nyaman aja karena terasa 'tebal'.
Terpaksalah petualangan mencari krim yang tepat dan terjangkau harus dilakukan lagi. Saat ini moistniji digunakan juga buat tangan",2025-01-29 14:16:35
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"texture cream nya agak thick dan agak lengket juga, tapi bisa nyerep kemuka dan bikin muka lembab, kenyal, so far enak gak ada yang reaksi yang aneh2 di muka sih",2025-01-29 14:16:35
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,"ajain banget ini bisa ngelembabin dan kelihatan glowing mukanya, kurang suka sama baunya terlalu strong, terus akhir2 ini ada breakout sedikit masih belum tau apakah karena produk ini atau bukan",2025-01-29 14:16:35
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,"udah kesayangan banget, semua suka tenang bukan cinta buta kok emang sebagus itu aja moist ini, beneran harus coba banget semuanya lengkap nge-hydrate, bikin calming, ngurangin bekas jerawat, cocok dimukaku banget pokoknya",2025-01-29 14:16:35
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.0,"lagi nyari moisturaizer baru biar bisa kepake di pagi sama malem, karena biar gak boros juga dan males aja nyari day & night cream yg terpisah. terus ketemu ini di sociolla, mungkin belum banyak yg pakai moisturaizer ini kayaknya tapi so far di kulit kering aku lumayan enak. buat yg kulit sensitive mungkin aku ga saranin karena ada wangi2 nya gitu yg agak nyegat tapi kalo di kulit aku lumayan aman. sekitar kurang dari 3 bulanan kalo abis mandi pake ini tuh kulit muka ngerasa nya kayak lembab kenyel seger gitu padahal ini gak ada efek tone up nya. tekstur nya gel bening. dan kayaknya aku bakal repurchase",2025-01-29 14:16:47
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,"beli ini karena udah pernah coba yg blue moon dan baik² aja dikulitku. skyrose ini baunya mawar banget, aku suka. cuma karena emang untuk kulit kering, di aku jatuhnya jadi berat karena kulitku normal cenderung berminyak. sama kayal blue moon, skyrose ini cukup diaplikasiin sedikit aja udah cukup buat seluruh wajah jadi bisa hemat banget. aku suka banget sama packagingnya haple karena pake kulit singkong.",2025-01-29 14:16:47
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"Isinya lumayan banyak dan packagingnya juga kokoh. meskipun di dalem jar gini tp pemakaian higienis krn udah dikasih spatula mini gitu. teksturnya agak thick, mungkin krn ditujukan buat yg kulitnya kering. kukira di kulitku yg kombi dia bakal bikin minyakan, tp ternyata engga. melembabkan bgt! tp efek yg kurang aku suka adalah di kulitku dia bikin komedo tambah banyak :’)",2025-01-29 14:16:47
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,2.5,"Kemasannya jar dengan label warna pink, imut. Tapi aku nggak suka dengan teksturnya. Dia cukup heavy dan seperti membentuk lapisan di atas kulit, jadi tidak meresap ke dalam. Jadinya pas udah agak kering tuh kalau kulit dipegang jadi ada lapisan moisturizer yang rontok-rontok seperti daki... Untuk layeringnya juga agak bingung sih. Mau ditimpa face oil atau sleeping mask rasanya sulit karena lapisannya bakal rontok-rontok itu tadi. Selain itu aromanya juga aku nggak suka. Mungkin karena aku ga suka wangi lavender. Cukup intens sih aromanya ini.",2025-01-29 14:16:47
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.8,"Pertama kali coba.. selama 3 hari itu ada reaksi panas2 gitu, setelah itu udah ga ada lagi,  bener2 melembabkan pipiku yg sering bgt keringg.. untuk jiT zone cukup lah ga bikin makin minyakan.. , teksturnya terlalu thick menurutku but okay.. suka banget sama packaging nya karena dari kaca gituu walopun kadang susah bgt dibuka hahahah",2025-01-29 14:16:47
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,2.0,"Aku harus say no sama produk ini :( padahal aku expect tinggi sama ingredientsnya yg bagus2. Sayangnya moisturizer ini bikin aku BO. Kayaknya sih karna lavender oil nya. Selain itu teksturnya terlalu thick dan agak sulit di spread di kulit. Wangi rose nya juga terlalu kenceng. Produk ini bikin pilling produk skincare lainnya yg dilayer setelahnya. Jadi, kalau mau pakai mungkin better dipakai malem aja di step terakhir.",2025-01-29 14:16:47
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.8,"udah lebih dari satu bulan pakai moisturizer ini, awalnya aku salah beli karena produk yg rose ini sebenernya untuk kulit yang cinderung normal ke kering. tapi so far aku pake fine fine aja. muka kenyal banget abis pake ini dan bener bener baunya menenangkan. buat kalian yg punya kulit kering wajib banget pake",2025-01-29 14:16:58
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,"Moisturizer kedua yg aku beli di haple, sejauh ini paling cocok ama yg ini. Moisturizer nya water base gitu ngak bikin berminyak pas pake, wanginnya bener2 enak banget. And the most important thing is bener2 bisa redain jerawat aku untuk hilanginbnoda bekas jerawat juga bisa ❤️",2025-01-29 14:16:58
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"Produknya cukup tebal dari segi tekstur tapi tetap bisa menyerap di kulit. Kalau aku yang kulit kering sih cocok. Apalagi, harganya yang terjangkau juga tidak bikin dompet kering. Kekurangannya aroma produk yang kurang enak. Untungnya, aromanya cuma tipis-tipis dan nggak kerasa begitu diaplikasikan ke wajah. Memang sih itu disebabkan ingredient-nya yang dari berbagai jenis minyak. Ada sensasi hangatnya juga begitu diaplikasikan. Nilai plus buatku karena produk ini animals & cruelty free.",2025-01-29 14:16:58
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.0,Tekstur dan wanginya aku suka. Tapi entah mengapa aku lebih suka yang blue moon utk dr sisi kelembapan dan efektifitas ya. Padahal kulitku kombinasi. Entah kenapa pake yang rose kurang nampol hehe,2025-01-29 14:16:58
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,"so far sampe sekarang cocok dia aku, kulit wajah aku jd lebih lembab dan lembut. aroma moisturizer nya unik! aku suka tp semoga kedepannya selalu cocok dan repurchase aamiin!",2025-01-29 14:16:58
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,"Teksturenya nyaman di muka , gak bikin gatel , efeknya kerasa banget melembabkan , udah 2 kali repurchase karena bagus dan affordable banget , cocok buat kantong pelajar",2025-01-29 14:16:58
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"Beli produk ini di sociolla store central park, tertarik karena packagingnya dan ada embel embel ‘Rose’ duh karena kulitku yg cenderung kering langsung deh tambah tertarik. Lembab banget dan rich moisturizerny. Aku biasanya pakai ini ketika malam dgn ditambah face oil",2025-01-29 14:17:09
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"Akhirnya nemu moisturizer untuk kulit normal to dry yg bisa buat kulit berjerawat. Sebelum beli ini aku tanya dulu sama adminnya haple yg cocok buat kondisi kulit aku yang mana, akhirnya direkomendasiin buat pake yang ini. Selama seminggu pemakaian belum keliatan hasilnya cuma bagus banget buat melembabkan. Ingredientsnya juga natural semua jd ga takut. Yang agak ganggu mungkin baunya yang kaya jamu. Semoga beneran cocok deh.",2025-01-29 14:17:09
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,"sempat ragu takut muka jadi berminyak ternyata cocok, gak buat kulit jdi minyakan, cukup ngelembapin juga, kebetulan kulit ku tipe kering, teksturnya kayak gel"" gitu agak lengket juga jadi agak susah pas ngeratain ke muka jadi agak boros dalam pemakaiannya, baunya kayak herbal"" gitu sih menurutku.",2025-01-29 14:17:09
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,"teksturnya kaya gel cream gitu, lembab bgt sih ini. wanginya kaya rose-rose gitu tapi kayanya mau coba yang varian bluemoon aja katanya dupenya klairs",2025-01-29 14:17:09
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.8,"pas beli ini berekspektasi kalo moisturizer nya itu tidak lengket setelah aplikasi karna mau di pakai tidur (sebelumnya beli yang rose gel dan agak lengket walau udah kering), tapi lumayan menyerap dengan baik, dan melembabkan dengan ok, pagi-pagi bangun ga gitu minyakan mukanya",2025-01-29 14:17:09
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.8,"Moisturizer yang feelsnya oklusif karena mengandung beberapa jenis oil juga, jadi sangat melembabkan kulit. Aku lebih suka pakai di malam hari karena lebih nyaman. Untuk pemakaian pagi aku rasa cukup berat.",2025-01-29 14:17:09
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.0,"Awalnyaa sih kaya perih tapi lama2 jadi cinta dan menuju second purchase. Moga ada teruss deh, teksturnya tebel tapi karena kulit lagi kering kerontang jd ga masalah",2025-01-29 14:17:21
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.0,"Penasaran banget sama produk ini trs masih ragu2 gitu tapi akhirnya memberanikan diri buat beli. Ternyata gak terlalu suka, sebenernya ini lumayan melembabkan tapi teksturnya rada susah buat di ratain kayak terlalu kental tapi padahal keliatannya gak sekental itu, dan yg paling aku gasuka itu aromanya bener2 gasuka. Aku kira bakalan wangi bunga mawar gitu yaa yg biasa lah enak2 aja ehh tapi ini gaenak banget aku gasuka parah sama wanginya 😭😭 sorry haple🙏🏼",2025-01-29 14:17:21
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.8,"gangerti, bagus banget di kulit aku. lagi kering banget grgr salah skincare, dan Haple Sky Rose ini ngebantu banget!! terus jadi ngerasa lebih kenyel kulitnya pas abis make ini.",2025-01-29 14:17:21
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,3.8,"Teksturnya kental sekali, jadi agak susah pas diratain. Buat tekstur yang kental kaya gini termasuk cepet banget menyerapnya. Pas awal pakai ada sensasi panas beberapa detik kemudian hilang dan tidak masalah si. Produk dapat melembabkan dengan baik👍🏻",2025-01-29 14:17:21
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,"I have love hate relationship sama moisturizer, kaya susah banget nemu yg oke di aku. Terus i tried this product karena murah, ingredientsnya bagus2, claimnya juga menarik, packagingnya cute banget + udah dapet spatula so u dont have to worry about it. Teksturnya gel tapi a lil bit thick, jadi pakenya harus diangetin di tangan dulu baru diratain ke muka atau sometimes I mix it with niacinamide booster. Dia melembabkan dan kasih efek glass skin gitu, idk if it's bcs this product or not tapi kulitku sekarang jarang jerawatan dan jadi plumpy..huhu so happy🥰❤️",2025-01-29 14:17:21
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,"Baru nyobain variant ini karena kulit kek padang masyar yah bund, kering banget. Tekstrurnya cepat meresap ke kulit. Sejauh ini belum ada keluhan apapun sih.",2025-01-29 14:17:21
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,"Packaging aman banget pake dus besar juga padahal isinya cuma dua, beli pas diskon jadi langsung beli 2. Bagus bangeg buat jerawat dan bekasnya. Isinya full. Beli disini udah pasti ori dan banyak diskonnya!",2025-01-29 14:17:32
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,kulit kering dikasih moisturizer haple yg sky rose moisturizer ah nampol deh ini mah di muka aku. bikin lembab bangetttttttt! trus ini aman buat kulit sensitif loh. wanginya ya wangi mawar gtu buat aku sih masih enak wanginya. tekstur juga masih enak ko gaganggu. pokonya suka banget sama orosuktnya!!!,2025-01-29 14:17:32
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,sukaaakkkkkk bgtttt!! di aku ngaruh bgt buat ngelembabin sama bikin kulit jadi agak cerah. tapi kalau kulit lg kering bgt lumayan bikin perih muka hiks,2025-01-29 14:17:32
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,"Pengen banget nyobain moisturizer ini yang katanya cocok banget buat kulit kering karena kulitku ini kering larah sampai ngelupas2 gitu :( belum dapetin moisturizer yang bener2 melembabkan dan menghidrasi, karena di tahun ini aku ingin eksplor produk2 lokal , semoga next bisa nyobain! nanti kalau udah nyobain aku balik lagi kesini hehe",2025-01-29 14:17:32
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.8,"Enak banget dipakenyaa, abis pake 1 layer langusng berasa banget lembabnya. kulit berasa plumpy dan sangat terhidrasi. cuma untuk mencerahkan masih pr kali yaaa. sangat sanagt lembab btw",2025-01-29 14:17:32
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,"menurut ku Haple ini product lokal yang bagus! selain harganya yang affordable ga bikin miskin tiba-tiba, packagingnya juga sederhana dan kerennya lagi dia itu bisa di recycle! (cek IG Haple) cinta banget pokoknya!! aku udah pake yang Blue Moon dan cocok banget banget ga bikin kilang minyak but somehow kulit ku memang suka terkelupas terutama di bagian hidung aku kira karena kurang terhydrate jadi aku coba pake moisturizer yang Sky Rose ini, karna claimnya untuk normal to dry udah sebulanan pake dan emang enak rasanya di wajah ga lengket dan kulit ku jadi lembut kenyal gitu rasanya. tapi tapi di awal pemakaian kaya ada sensai cekit-cekit di area atas bibir mungkin karna penyesuaian aja kali yaa. untungnya aku pakai moisturizer ini ga bikin muka ku makin berminyak dan malah ngerasa lembab bangett",2025-01-29 14:17:32
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"Kalau pas awal-awal beli suka bangettt karna kulitku super kering terus pake ini jadi lembap, bisa dipake siang ataupun malem. Tapi kuliku pernah lagi iritasi terus perih banget pake ini (mungkin karna ada essential oil nya ?). Kalau kulit ga sensitif enak banget pokoknya lembap banget dan teksturnya rich ada efek cerah juga sedikit.",2025-01-29 14:17:43
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,3.3,"Teksturnya gel gitu lumayan thick dan wangi rose. Aku kurang suka sih sama wanginya tapi ga begitu ngeganggu. Melembabkan pas dipake gampang nyerap juga, tapi sayang di muka aku yang over sensitif ini gabisa nerima produk ini muka ku jd muncul jerawat2 kecil.
Jadi aku jual lagi deh daripada kebuang sayang😭
Kalo ada yg minat bisa kontak aku ya 081367644337.
Baru aku pake 3 kali, masih 80% lebih.",2025-01-29 14:17:43
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,3.3,"Udah hampir habis, efek yang dirasain lumayan melembapkan dimuka. Texturenya agak heavy dimuka tapi ga terlalu mengganggu. Suka banget sama wanginya. Packagingnya simple dan kebantu banget karena udah disediain spatula buat ambil krimnya, jadi tetap higienis.",2025-01-29 14:17:43
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,awalnya beli karena butuh banget pelembab begitu liat ini tertarik banget karena ada ingredients rosenya dan ternyata ini melembabkan banget bahkan di pake malem dan di ruangan ac besok paginya muka tetep lembab. kemasan botolnya kaca tebel jadi aman dan ukurannya kecil cocok buat di bawa travelling.,2025-01-29 14:17:43
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.0,"Aku beli ini pas lagi kondisi kulit wajah aku bermasalah, pas sebagiannya normal, sebagian kering banget sampe terkelupas berapa kali, entah alergi makanan atau karena sering pakai masker.. Baru berapa kali pakai,, texturenya agak lengket, tapi lumayan cpt meresap, lumayan bikin lembab, tapi aku pakai sampai 3-4x sehari, karena kulit aku yg bener"" Kering.. Utk bau aman, utk kemasan ada spatula kecilnya, jadi lumayan higienis..",2025-01-29 14:17:43
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"Dulu aku pernah beli yang Blue Moon (untuk oily acne-prone skin) dan sangat kecewa karena ternyata malah bikin breakout (ingredientsnya comedogenic bgt), tetapi aku nggak kapok sih, malah cobain Sky Rose ini dan ternyata ini lebih enak. Teksturnya sedikit agak thick, tetapi menurut aku masih lumayan light kok. Mengandung alpha arbutin, sodium hyaluronate, shea butter dan licorice root extract, moisturizer Sky Rose dari Haple ini nyaman banget di kulit kombinasi aku dan memberi kelembapan cukup OK. Nge-bantu sedikit juga untuk brightening dan menyamarkan noda hitam, meskipun agak lama. Overall, aku suka sama Sky Rose dan ini udah 2nd jar. Untuk yang mau cobain moisturizer Haple, aku suggest kalian coba si Sky Rose aja dibandingkan Blue Moon :p",2025-01-29 14:17:43
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,3.8,Beli ini karna claimnya krim tapi mirip gel. Dan emang bener gak terlalu thick bgt kaya krim. Aku kurang suka baunya sih. Dan awal diaplikasiin emang lembab cuma ga semaleman. Jd menurutku kurang oke buat lembabin nya,2025-01-29 14:17:54
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,"Aku pakai produk ini sebagai am moisturizer karena teksturnya yg gak terlalu greasy dan bisa dilanjutkan dengan sunscreen. Udah 2 kali repurchase, blm ada hasil yg signifikan selain lembab. Gak ada reaksi negatif apapun jg, just so so.",2025-01-29 14:17:54
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"Awalnya agak skeptis pas liat ini karena masa moisturizer murah banget sih? Tapi ternyata skeptis itu salah gengsss...soalnya akhirnya gue penasaran dan beli nih tapi emang enak banget buat dipake dari segi tekstur dan wanginya karena soothing banget wangi mawar gitu. Cuma buat yang sensitif atau gak suka wewangian mungkin akan kurang suka sama produknya soalnya emang wangi banget.

Soal manfaat sih emang ini melembapkan banget tapi gak becek banget gitu cukup pas buat dipake siang atau malem, cuma aklau jenis kulitnya kering banget aku rasa ini kurang melembapkan sih butuh yang lebih extra lagi",2025-01-29 14:17:54
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.8,"Suka banget sama produk ini karena ada spatula nya, jadi bisa lebih steril gitu produk di dalamnya. Untuk wanginya aku kurang suka sih karena agak menyengat, dan sejauh ini belom ada efek yg signifikan banget untuk kulitku. Tapi suka sama tekstur nya dan mudah menyerap jadi ga lengket di muka",2025-01-29 14:17:54
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.8,"Salah satu produk haple yang kurang cocok di wajah aku, beruntusan setelah pakai moisturizer nya haple tapi sebelum pakai moisturizer nya wajah aku udh membaik jerawatnya",2025-01-29 14:17:54
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,"untuk kulit kombinasi kayak aku, Alhamdulillah haple sky rose moiz ini cocok banget. Meskipun tempatnya imut tp isinya padet. Cepet meresap dan ga oily di muka, pas buat wudhu jg ga ada kesan licin/berminyak di muka. Pakenya dikit aja pke spatula bawaan dr haple. Dari segi harga ga terlalu mahal tp efektif buat dimuka aku untuk ngilangin bekas jerawat",2025-01-29 14:17:54
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"Yang paling pertama aku notice dari moisturizer ini adalah wangi rosenya yang pas pertama kali aku cium itu cukup tajam. Untuk texture, moist ini thick banget jadi cukup tricky buat pakainya-- kalau terlalu sedikit kulit terasa lengket dan kalau terlalu banyak bisa kelihatan kusam di kulitku. Di kulitku juga butuh waktu agar bisa meresap dengan baik dan tidak terasa lengket dan kusam. Rasanya setelah pakai ini kurang lebih 3 minggu, kulit aku ga gampang minyakan, dan bekas jerawat lebih cepat memudar.",2025-01-29 14:18:06
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.0,"Superrr moisturizing! bikin kulit jadi plump banget. cuma ada sting sensation gitu kalau pake. di aku, bikin kulit cerah dan lembab banget, tapi mungkin karena terlalu lembab atau karena ada natural oils yg jadi pemicu komedo berkeluarga? aku jadi ga lanjut pake inii padahal sisa dikit lagii. well, aku ga bisa nyalahin produk ini seutuhnya sih, mungkin aja karena lingkungan juga. tapi jujur aku suka banget sama haple ini😭",2025-01-29 14:18:06
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,"PRODUK PENYELAMAT KU BANGET♥️ udah coba gonta ganti moisturizer buat kulitku yg super kering tapi masih gaada efeknya. Akhirnya cobain produk ini dan cocok, lumayan bikin cerah di muka aku. Packagingnya lucuk gemes",2025-01-29 14:18:06
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,cocok banget di aku dengan tipe kulit kombinasi cenderung kering. ampuh banget buat lembapin dan redahin jerawat dan ga bikin lengket juga. ini uda repurchase untuk kedua kali,2025-01-29 14:18:06
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.5,Aku suka sih sama packagingnya cuma emang agak ribet aja buat apply nya. Untuk texture kayaknya terlalu lengket jadi kadang susah buat di blend. Dan kalau kena jerawat agak sakit. Strong fragrance juga.,2025-01-29 14:18:06
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.8,"Semuanya suka dari segi tekstur, wangi, efektivitas, tapi aku kurang cocok sama packagingnya. Mungkin akan lebih praktis kalau pake tube. Kalo jar jd agak ribet karena harus steril banget dan cuci spatula sehabis pemakaian.",2025-01-29 14:18:06
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,4.3,"untuk kulit kombinasi cenderung kering sangat cocok sih, bikin wajah lembab terus untuk teksture juga lebih gampang menyerap, paraben free jugaaa, bisa dipakai pagi malam.",2025-01-29 14:18:17
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,3.8,"I only found out about this brand 2 months ago, but i decided to try the haple sky rose moisturizer because the complex ingredients. It was kinda intimidating at the beginning because i’m afraid that my skin will purge. But fortunately, the moisturizer do the job okay for my skin. the texture of this moisturizer is thick and gives a pretty sticky finish, it was nice for a night thing, but for day skincare routine? I don’t think so. When you layered the moisturizer with another product like sunscreen (which is VERY important) it’ll give your face a peeling effect.",2025-01-29 14:18:17
https://www.sociolla.com/face-cream-lotion/16544-sky-rose-moisturizer,5.0,Its better than the blue moon! Padahal i have an oily skin but i feel like this sits well on my skin. It smells good juga and all naturals so i think its safe for my sensitive skin,2025-01-29 14:18:17
